SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Vacant Land,000 Kellett,Houston,TX,77028,20000,,,Johnson Place,,7200,,1,,,Active,,,http://www.redfin.com/TX/HOUSTON/KELLETT-ST-77028/home/30021953,HARMLS,90888366,N,Y,29.843892,-95.276176
MLS Listing,,Townhouse,10546 Bretton Dr,Houston,TX,77016,139000,3,2.0,Fontaine Place Sec 07,1691,6890,1962,1,82,,Active,,,http://www.redfin.com/TX/Houston/10546-Bretton-Dr-77016/home/30126100,HARMLS,45645148,N,Y,29.8663521,-95.3038591
MLS Listing,,Single Family Residential,2210 Harlem St,Houston,TX,77020,179999,3,2.0,Englewood,1417,5000,2007,1,127,,Active,,,http://www.redfin.com/TX/Houston/2210-Harlem-St-77020/home/29618514,HARMLS,14197885,N,Y,29.7814962,-95.3164383
MLS Listing,,Vacant Land,4608 Oats St,Houston,TX,77020,65000,,,Myrtle Villas,,2500,,1,,,Active,,,http://www.redfin.com/TX/Houston/4608-Oats-St-77020/home/172608920,HARMLS,75132852,N,Y,29.778173,-95.3234581
MLS Listing,,Vacant Land,4606 Oats St,Houston,TX,77020,65000,,,Myrtle Villas,,2500,,1,,,Active,,,http://www.redfin.com/TX/Houston/4606-Oats-St-77020/home/29646722,HARMLS,60373716,N,Y,29.778157,-95.323538
MLS Listing,,Vacant Land,0 Mobile St,Houston,TX,77015,163900,,,Home Owned Estates,,34379,,1,,,Active,,,http://www.redfin.com/TX/HOUSTON/MOBILE-ST-77015/home/30009851,HARMLS,2392239,N,Y,29.779617,-95.184863
MLS Listing,,Vacant Land,1914 Gregg St,Houston,TX,77020,35000,,,7118,,3450,,1,,,Active,,,http://www.redfin.com/TX/Houston/1914-Gregg-St-77020/home/29500089,HARMLS,33243977,N,Y,29.7783478,-95.3355881
MLS Listing,,Single Family Residential,7417 Gleason Rd,Houston,TX,77016,159000,3,1.5,Scenic Woods,1217,8100,1960,1,131,,Active,,,http://www.redfin.com/TX/Houston/7417-Gleason-Rd-77016/home/30084879,HARMLS,96691380,N,Y,29.8640396,-95.2952022
MLS Listing,,Single Family Residential,9219 Oak Knoll Ln,Houston,TX,77078,162000,3,2.0,Chatwood Place Sec 06,1783,7920,1960,1,91,,Active,,,http://www.redfin.com/TX/Houston/9219-Oak-Knoll-Ln-77078/home/30126798,HARMLS,29911309,N,Y,29.8392104,-95.2520193
MLS Listing,,Single Family Residential,6319 Eastland,Houston,TX,77028,187999,3,2.0,Liberty Road Manor Section 20,1770,4500,2020,1,106,,Active,,,http://www.redfin.com/TX/Houston/6319-Eastland-St-77028/home/172599019,HARMLS,11976235,N,Y,29.8202199,-95.2812147
MLS Listing,,Single Family Residential,6317 Eastland,Houston,TX,77028,187999,3,2.0,Liberty Road Manor Section 20,1770,4500,2020,1,106,,Active,,,http://www.redfin.com/TX/Houston/6317-Eastland-St-77028/home/29735287,HARMLS,28284575,N,Y,29.820215,-95.281175
MLS Listing,,Single Family Residential,8139 Chateau St,Houston,TX,77028,179500,3,2.5,Liberty Road Manor Sec 05,1610,4000,2020,2,111,,Active,,,http://www.redfin.com/TX/Houston/8139-Chateau-St-77028/home/29732937,HARMLS,44338446,N,Y,29.820632,-95.277794
MLS Listing,,Single Family Residential,8017 Jeffery St,Houston,TX,77028,199500,3,2.5,Liberty Road Manor Sec 01,1801,4160,2020,2,111,,Active,,,http://www.redfin.com/TX/Houston/8017-Jeffery-St-77028/home/29732813,HARMLS,18932561,N,Y,29.817765,-95.279736
MLS Listing,,Single Family Residential,2917 Clinton Dr,Houston,TX,77020,270000,2,2.0,Regent Park,1440,1629,2004,3,188,157,Active,,,http://www.redfin.com/TX/Houston/2917-Clinton-Dr-77020/home/29254002,HARMLS,25472965,N,Y,29.7650796,-95.3400114
MLS Listing,,Single Family Residential,7401 Anzac St,Houston,TX,77020,220000,3,1.0,Houston Harbor Add,2064,5000,1940,3,107,,Active,,,http://www.redfin.com/TX/Houston/7401-Anzac-St-77020/home/29691317,HARMLS,92676967,N,Y,29.7734111,-95.2944979
MLS Listing,,Vacant Land,6806 Schuller Rd,Houston,TX,77093,65500,,,Westcott Gardens,,8125,,3,,,Active,,,http://www.redfin.com/TX/Houston/6806-Schuller-Rd-77093/home/29979702,HARMLS,10928967,N,Y,29.821498,-95.340313
MLS Listing,,Vacant Land,2211 Lynnfield St,Houston,TX,77093,65500,,,Westcott Place Sec 02,,8625,,3,,,Active,,,http://www.redfin.com/TX/Houston/2211-Lynnfield-St-77093/home/29957475,HARMLS,14235984,N,Y,29.8204688,-95.3485523
MLS Listing,,Vacant Land,8239 Richland Dr,Houston,TX,77028,295000,,,25g,,196560,,3,,,Active,,,http://www.redfin.com/TX/Houston/8239-Richland-Dr-77028/home/146395644,HARMLS,67650612,N,Y,29.838228,-95.2758764
MLS Listing,,Single Family Residential,8025 Attwater St,Houston,TX,77028,156000,3,2.0,Liberty Road Manor Section 02,1278,4500,2020,3,122,,Active,,,http://www.redfin.com/TX/Houston/8025-Attwater-St-77028/home/171677203,HARMLS,27452471,N,Y,29.816328,-95.282219
MLS Listing,,Single Family Residential,8029 Attwater St,Houston,TX,77028,183999,3,2.0,Liberty Road Manor Section 02,1770,4500,2020,3,104,,Active,,,http://www.redfin.com/TX/Houston/8029-Attwater-St-77028/home/171415601,HARMLS,61634184,N,Y,29.816328,-95.282133
MLS Listing,,Single Family Residential,4505 Woolworth St,Houston,TX,77026,86000,2,1.0,Liberty Gardens Ext Sec 02,956,10200,1950,3,90,,Active,,,http://www.redfin.com/TX/Houston/4505-Woolworth-St-77026/home/29967236,HARMLS,20458639,N,Y,29.8013808,-95.3119863
MLS Listing,,Single Family Residential,13429 Bandera St,Houston,TX,77015,129900,0,1.5,Home Owned Estates,2013,10080,1969,4,65,,Active,,,http://www.redfin.com/TX/Houston/13429-Bandera-St-77015/home/172577357,HARMLS,32526563,N,Y,29.7769509,-95.1852683
MLS Listing,,Townhouse,2910 Cline St,Houston,TX,77020,324400,3,3.0,Cline Homes,1622,1434,2020,4,200,,Active,,,http://www.redfin.com/TX/Houston/2910-Cline-St-77020/home/29650602,HARMLS,24034572,N,Y,29.7664695,-95.3402157
MLS Listing,,Single Family Residential,4705 Hershe St,Houston,TX,77020,304999,3,2.5,Augusta Terrace,1964,2500,2020,4,155,,Active,,,http://www.redfin.com/TX/Houston/4705-Hershe-St-77020/home/170261046,HARMLS,72520747,N,Y,29.777884,-95.322386
MLS Listing,,Single Family Residential,6214 Octavia St,Houston,TX,77026,85000,3,1.0,Englewood Place,648,5000,1955,5,131,,Active,,,http://www.redfin.com/TX/Houston/6214-Octavia-St-77026/home/29845058,HARMLS,74289794,N,Y,29.7936991,-95.307606
MLS Listing,,Single Family Residential,2925 Sadler St,Houston,TX,77093,105000,2,1.0,Coral,1065,20300,1940,5,99,,Active,,,http://www.redfin.com/TX/Houston/2925-Sadler-St-77093/home/29926337,HARMLS,41613079,N,Y,29.8347655,-95.3405834
MLS Listing,,Single Family Residential,8438 Darlington Dr,Houston,TX,77028,460000,7,5.0,Larkstone / Lakewood,7385,39548,2005,5,62,,Active,,,http://www.redfin.com/TX/Houston/8438-Darlington-Dr-77028/home/30023742,HARMLS,81731281,N,Y,29.8343142,-95.2714231
MLS Listing,,Multi-Family (2-4 Unit),10424 Burden St,Houston,TX,77093,380000,0,4.0,Burden Estates,2240,5414,1998,5,170,,Active,,,http://www.redfin.com/TX/Houston/10424-Burden-St-77093/home/34193068,HARMLS,93415465,N,Y,29.863815,-95.3527299
MLS Listing,,Single Family Residential,3203 Cline St,Houston,TX,77020,379900,3,2.5,Gillespie Street Sec 2 4th R/p,2004,2755,2018,5,190,,Active,,,http://www.redfin.com/TX/Houston/3203-Cline-St-77020/home/167803459,HARMLS,3905678,N,Y,29.7666353,-95.3373998
MLS Listing,,Multi-Family (5+ Unit),6606 Lockwood Dr #8,Houston,TX,77028,520000,0,,Trinity Gardens Tr 370,5425,15429,1950,5,96,,Active,,,http://www.redfin.com/TX/Houston/6606-Lockwood-Dr-77028/unit-8/home/29941361,HARMLS,85131798,N,Y,29.8201168,-95.3178834
MLS Listing,,Single Family Residential,13303 Danshire Dr,Houston,TX,77049,145000,3,2.5,Hunterwood Village Sec 04 R/p,1344,14900,1984,6,108,,Active,,,http://www.redfin.com/TX/Houston/13303-Danshire-Dr-77049/home/30533533,HARMLS,31545368,N,Y,29.8196817,-95.2122529
MLS Listing,,Single Family Residential,5105 Amy St,Houston,TX,77028,209900,3,2.0,Settegast Gardens Sec 05 U/r,1688,5249,2020,7,124,,Active,,,http://www.redfin.com/TX/Houston/5105-Amy-St-77028/home/169109245,HARMLS,63463956,N,Y,29.8079548,-95.2862539
MLS Listing,,Single Family Residential,5203 Amy St,Houston,TX,77028,209900,3,2.0,Settegast Gardens Sec 05 U/r,1688,5249,2020,7,124,,Active,,,http://www.redfin.com/TX/Houston/5203-Amy-St-77028/home/169109635,HARMLS,61783924,N,Y,29.807978,-95.2862538
MLS Listing,,Single Family Residential,9934 Valley Mill Ct,Houston,TX,77078,115000,3,2.0,Verde Forest Sec 02,1295,6930,1974,7,89,,Active,,,http://www.redfin.com/TX/Houston/9934-Valley-Mill-Ct-77078/home/30268688,HARMLS,73629154,N,Y,29.8536863,-95.2393726
MLS Listing,,Single Family Residential,2227 Hutton St,Houston,TX,77026,100000,2,1.0,Home,660,2500,1938,8,152,,Active,,,http://www.redfin.com/TX/Houston/2227-Hutton-St-77026/home/30696559,HARMLS,25707623,N,Y,29.782527,-95.3320334
MLS Listing,,Single Family Residential,10930 Cheeves Dr,Houston,TX,77016,149900,3,1.5,Northwood Manor Sec 07,1018,7224,1972,8,147,,Active,,,http://www.redfin.com/TX/Houston/10930-Cheeves-Dr-77016/home/30265972,HARMLS,34654834,N,Y,29.874552,-95.2926708
MLS Listing,,Single Family Residential,2231 Hutton St,Houston,TX,77026,100000,2,1.0,Home,720,2500,1938,8,139,,Active,,,http://www.redfin.com/TX/Houston/2231-Hutton-St-77026/home/30696616,HARMLS,38245035,N,Y,29.7825946,-95.3320334
MLS Listing,,Single Family Residential,2300 Hutton St Unit 1/2,Houston,TX,77026,115000,2,2.0,Home,680,2500,1940,8,169,,Active,,,http://www.redfin.com/TX/Houston/2300-Hutton-St-77026/unit-1-2/home/172527127,HARMLS,44268497,N,Y,29.7830118,-95.3314717
MLS Listing,,Multi-Family (2-4 Unit),6101 Hirsch Rd,Houston,TX,77026,150000,0,2.0,Wilshire Place,2897,7500,1940,8,52,,Active,,,http://www.redfin.com/TX/Houston/6101-Hirsch-Rd-77026/home/29957868,HARMLS,65658356,N,Y,29.8153064,-95.3290562
MLS Listing,,Single Family Residential,0 Hillsboro St,Houston,TX,77015,360000,0,2.0,Cloverleaf,952,42000,1975,8,378,,Active,,,http://www.redfin.com/TX/HOUSTON/HILLSBORO-ST-77015/home/112823233,HARMLS,97724071,N,Y,29.7804,-95.176342
MLS Listing,,Vacant Land,9106 Arvin St,Houston,TX,77028,44900,,,Dorchester Place,,17489,,8,,,Active,,,http://www.redfin.com/TX/Houston/9106-Arvin-St-77028/home/30126805,HARMLS,18014088,N,Y,29.8453701,-95.2694437
MLS Listing,,Single Family Residential,13502 Utica St St,Houston,TX,77015,99000,3,2.0,Home Owned Estates Sec 01,1624,16800,1952,8,61,,Active,,,http://www.redfin.com/TX/Houston/13502-Utica-St-77015/home/30009610,HARMLS,48956797,N,Y,29.7746941,-95.1846254
MLS Listing,,Vacant Land,4437 Providence St,Houston,TX,77020,95000,,,Lenox,,6250,,8,,,Active,,,http://www.redfin.com/TX/Houston/4437-Providence-St-77020/home/29708328,HARMLS,30907300,N,Y,29.7709932,-95.3253026
MLS Listing,,Single Family Residential,10114 Lafferty Oaks St,Houston,TX,77013,187000,4,2.0,Songwood,1631,7200,1957,8,115,3,Active,,,http://www.redfin.com/TX/Houston/10114-Lafferty-Oaks-St-77013/home/30125963,HARMLS,11811598,N,Y,29.7775915,-95.2503465
MLS Listing,,Vacant Land,3415 Baer St,Houston,TX,77020,175000,,,Cage,,4700,,9,,,Active,,,http://www.redfin.com/TX/Houston/3415-Baer-St-77020/home/29655914,HARMLS,15097079,N,Y,29.7681543,-95.335057
MLS Listing,,Vacant Land,0 Hage Street St,Houston,TX,77093,155000,,,Epson Downs Place,,9600,,9,,,Active,,,http://www.redfin.com/TX/HOUSTON/HAGE-ST-77093/home/29152956,HARMLS,35412499,N,Y,29.853533,-95.337896
MLS Listing,,Single Family Residential,7014 Shotwell St,Houston,TX,77028,85000,2,1.0,Trinity Gardens Sec 02,925,10531,1940,9,92,,Active,,,http://www.redfin.com/TX/Houston/7014-Shotwell-St-77028/home/29942351,HARMLS,96010548,N,Y,29.8241449,-95.3121088
MLS Listing,,Single Family Residential,3705 Parker Rd,Houston,TX,77093,179900,2,1.0,Farrington Place Sec 03,852,5950,1938,10,211,,Active,,,http://www.redfin.com/TX/Houston/3705-Parker-Rd-77093/home/29961027,HARMLS,26893669,N,Y,29.8596387,-95.3318394
MLS Listing,,Multi-Family (2-4 Unit),3317 Bennington St,Houston,TX,77093,380000,0,3.0,Westcott Gardens Sec 02,3404,7385,1945,10,112,,Active,,,http://www.redfin.com/TX/Houston/3317-Bennington-St-77093/home/167972282,HARMLS,28753799,N,Y,29.8224097,-95.3367629
MLS Listing,,Vacant Land,8034 Crestview Dr,Houston,TX,77028,49999,,,Clairmont Place,,16254,,10,,,Active,,,http://www.redfin.com/TX/Houston/8034-Crestview-Dr-77028/home/148107055,HARMLS,68194008,N,Y,29.8367744,-95.2806451
MLS Listing,,Vacant Land,3401 Bennington St,Houston,TX,77093,90000,,,Westcott Gardens Sec 02,,7210,,10,,,Active,,,http://www.redfin.com/TX/Houston/3401-Bennington-St-77093/home/172522005,HARMLS,15692180,N,Y,29.822322,-95.336539
MLS Listing,,Vacant Land,3712 Easy St,Houston,TX,77026,70000,,,Sheffield Gardens,,14520,,10,,,Active,,,http://www.redfin.com/TX/Houston/3712-Easy-St-77026/home/29778734,HARMLS,75119110,N,Y,29.793536,-95.312033
MLS Listing,,Vacant Land,5225 Shreveport Blvd,Houston,TX,77028,53000,,,Trinity Gardens,,13706,,10,,,Active,,,http://www.redfin.com/TX/Houston/5225-Shreveport-Blvd-77028/home/112841509,HARMLS,20055052,N,Y,29.826704,-95.314154
MLS Listing,,Single Family Residential,3804 Sparks St,Houston,TX,77093,189000,3,1.0,Northwood,888,24000,1940,11,213,,Active,,,http://www.redfin.com/TX/Houston/3804-Sparks-St-77093/home/29932600,HARMLS,81710729,N,Y,29.8505884,-95.3304911
MLS Listing,,Single Family Residential,9219 Monterrey St,Houston,TX,77078,65000,3,1.0,Lake Forest,1457,7060,1954,11,45,,Active,,,http://www.redfin.com/TX/Houston/9219-Monterrey-St-77078/home/30059274,HARMLS,79515770,N,Y,29.8456475,-95.2511217
MLS Listing,,Vacant Land,5539 Kittridge St,Houston,TX,77028,39500,,,Triangle Gardens Sec 04,,8418,,11,,,Active,,,http://www.redfin.com/TX/Houston/5539-Kittridge-St-77028/home/29979827,HARMLS,34023139,N,Y,29.828722,-95.310681
MLS Listing,,Vacant Land,0 Delia St,Houston,TX,77026,39900,,,Angiers Sec 01,,3698,,11,,,Active,,,http://www.redfin.com/TX/HOUSTON/DELIA-ST-77026/home/29648809,HARMLS,81740557,N,Y,29.790647,-95.336611
MLS Listing,,Vacant Land,3208 Lyons Ave,Houston,TX,77020,400000,,,Ingraham,,10358,,11,,,Active,,,http://www.redfin.com/TX/Houston/3208-Lyons-Ave-77020/home/29705354,HARMLS,58079000,N,Y,29.775724,-95.3377019
MLS Listing,,Single Family Residential,3807 Oats St,Houston,TX,77020,249998,3,2.0,Chapmans Sec 03,1500,3575,2020,12,167,,Active,,,http://www.redfin.com/TX/Houston/3807-Oats-St-77020/home/29656797,HARMLS,10071663,N,Y,29.7781266,-95.3318394
MLS Listing,,Single Family Residential,1810 Deams St,Houston,TX,77093,185000,3,2.0,Croyden Gardens,956,12000,1950,12,194,,Active,,,http://www.redfin.com/TX/Houston/1810-Deams-St-77093/home/29928382,HARMLS,46623086,N,Y,29.833305,-95.3521898
MLS Listing,,Single Family Residential,115 Oryan Ct,Houston,TX,77015,249000,4,2.5,Woodforest North,2755,6776,1998,12,90,18,Active,,,http://www.redfin.com/TX/Houston/115-Oryan-Ct-77015/home/30685576,HARMLS,61777215,N,Y,29.8015255,-95.1761812
MLS Listing,,Single Family Residential,1219 Gregg St,Houston,TX,77020,224900,3,2.0,Sydnor,1288,3250,1935,12,175,,Active,,,http://www.redfin.com/TX/Houston/1219-Gregg-St-77020/home/29759202,HARMLS,61429426,N,Y,29.7723667,-95.3360069
MLS Listing,,Vacant Land,10109 Allwood St,Houston,TX,77016,28000,,,Bristol Place,,8031,,13,,,Active,,,http://www.redfin.com/TX/Houston/10109-Allwood-St-77016/home/30020303,HARMLS,70252416,N,Y,29.8575294,-95.3097518
MLS Listing,,Vacant Land,0 Parker Rd,Houston,TX,77016,28000,,,Bristol Place,,7150,,13,,,Active,,,http://www.redfin.com/TX/HOUSTON/PARKER-RD-77016/home/30020297,HARMLS,56855408,N,Y,29.856443,-95.311076
MLS Listing,,Single Family Residential,4505 Rawley Unit A,Houston,TX,77020,274900,2,2.5,Lyons Redev,1700,2500,2020,13,162,,Active,,,http://www.redfin.com/TX/Houston/4505-Rawley-St-77020/unit-A/home/172506606,HARMLS,24856370,N,Y,29.7792968,-95.3243737
MLS Listing,,Single Family Residential,13839 Crosshaven Dr,Houston,TX,77015,165000,3,2.0,Woodforest Sec 19,1592,7440,1976,13,104,35,Active,,,http://www.redfin.com/TX/Houston/13839-Crosshaven-Dr-77015/home/30327489,HARMLS,87683238,N,Y,29.799303,-95.1765072
MLS Listing,,Single Family Residential,3025 Clinton Dr,Houston,TX,77020,525000,3,3.0,Clinton Prestige Homes,2014,1524,2020,13,261,100,Active,,,http://www.redfin.com/TX/Houston/3025-Clinton-Dr-77020/home/112804654,HARMLS,64496016,N,Y,29.764861,-95.338823
MLS Listing,,Townhouse,3045 Clinton Dr,Houston,TX,77020,425000,3,2.5,Clinton Prestige Homes,2542,1938,2007,13,167,100,Active,,,http://www.redfin.com/TX/Houston/3045-Clinton-Dr-77020/home/29351870,HARMLS,88822114,N,Y,29.764941,-95.3386359
MLS Listing,,Townhouse,3037 Clinton Dr,Houston,TX,77020,425000,3,2.5,Clinton Prestige Homes,2401,1938,2008,13,177,100,Active,,,http://www.redfin.com/TX/Houston/3037-Clinton-Dr-77020/home/29351872,HARMLS,58079917,N,Y,29.7652362,-95.3386597
MLS Listing,,Vacant Land,0 Abernathy St,Houston,TX,77026,55000,,,Js Black Surv Abs 124,,7677,,13,,,Active,,,http://www.redfin.com/TX/HOUSTON/ABERNATHY-ST-77026/home/29785875,HARMLS,35538131,N,Y,29.782433,-95.328794
MLS Listing,,Vacant Land,1014 Press St,Houston,TX,77020,90000,,,Harris & Wilson 2 League Grant,,5000,,13,,,Active,,,http://www.redfin.com/TX/Houston/1014-Press-St-77020/home/29779090,HARMLS,60575288,N,Y,29.771287,-95.328312
MLS Listing,,Single Family Residential,1013 Evanston St,Houston,TX,77015,140000,3,1.5,Home Owned Estates Sec 01,1275,7800,1955,13,110,,Active,,,http://www.redfin.com/TX/Houston/1013-Evanston-St-77015/home/30009857,HARMLS,88749620,N,Y,29.777123,-95.182651
MLS Listing,,Single Family Residential,1126 Westmont Dr,Houston,TX,77015,288990,4,3.0,Home Owned Estates,3060,24583,1955,13,94,,Active,,,http://www.redfin.com/TX/Houston/1126-Westmont-Dr-77015/home/30010850,HARMLS,83975329,N,Y,29.7731463,-95.1948867
MLS Listing,,Single Family Residential,9118 Homewood Ln,Houston,TX,77078,135000,3,1.0,Chatwood Place Sec 04,1185,7584,1955,13,114,,Active,,,http://www.redfin.com/TX/Houston/9118-Homewood-Ln-77078/home/30076394,HARMLS,15277796,N,Y,29.8420738,-95.255977
MLS Listing,,Single Family Residential,1226 Upton St,Houston,TX,77020,329888,3,3.5,Upton Park,1993,,2020,14,166,,Active,,,http://www.redfin.com/TX/Houston/1226-Upton-St-77020/home/172495051,HARMLS,51733518,N,Y,29.7722488,-95.3253248
MLS Listing,,Single Family Residential,9214 Firnat St,Houston,TX,77016,184900,3,2.0,Barclay Place Sec 02,1080,8400,,14,171,,Active,,,http://www.redfin.com/TX/Houston/9214-Firnat-St-77016/home/29977601,HARMLS,50664803,N,Y,29.845901,-95.298714
MLS Listing,,Vacant Land,3411 Buck St,Houston,TX,77020,250000,,,Cage,,5000,,14,,,Active,,,http://www.redfin.com/TX/Houston/3411-Buck-St-77020/home/147311043,HARMLS,87388310,N,Y,29.770205,-95.3350789
MLS Listing,,Townhouse,4056 Courtney St,Houston,TX,77026,59900,2,1.0,Comfort Place,864,4503,1948,14,69,,Active,,,http://www.redfin.com/TX/Houston/4056-Courtney-St-77026/home/29841349,HARMLS,95373920,N,Y,29.786823,-95.3288164
MLS Listing,,Vacant Land,1404 Gregg St,Houston,TX,77020,55000,,,Nichols Gregg,,3444,,15,,,Active,,,http://www.redfin.com/TX/Houston/1404-Gregg-St-77020/home/144623080,HARMLS,90126235,N,Y,29.773647,-95.335528
MLS Listing,,Single Family Residential,1421 Bringhurst St,Houston,TX,77020,329900,3,2.0,Farmer-teal,2162,4000,1958,15,153,,Active,,,http://www.redfin.com/TX/Houston/1421-Bringhurst-St-77020/home/29670656,HARMLS,15974024,N,Y,29.7749228,-95.3341274
MLS Listing,,Single Family Residential,2825 Clinton Dr,Houston,TX,77020,329900,3,3.0,Regent Park 02,2052,1628,2006,15,161,166,Active,August-1-2020 01:00 PM,August-1-2020 04:00 PM,http://www.redfin.com/TX/Houston/2825-Clinton-Dr-77020/home/29336465,HARMLS,53954185,N,Y,29.7651191,-95.3404302
MLS Listing,,Single Family Residential,11618 Lane St,Jacinto City,TX,77029,214999,3,1.0,Jacinto Oaks Sec 03,1554,20930,1955,17,138,,Active,,,http://www.redfin.com/TX/Houston/11618-Lane-St-77029/home/30105169,HARMLS,66786763,N,Y,29.759711,-95.2257092
MLS Listing,,Townhouse,2781 Clinton Dr,Houston,TX,77020,364990,3,3.5,North Eado,1736,1878,2020,18,210,100,Active,August-1-2020 01:00 PM,August-1-2020 05:00 PM,http://www.redfin.com/TX/Houston/2781-Clinton-Dr-77020/home/172443557,HARMLS,41401131,N,Y,29.7650174,-95.3410985
MLS Listing,,Single Family Residential,2767 Clinton Dr,Houston,TX,77020,364990,3,3.5,North Eado,1736,1645,2020,18,210,100,Active,August-1-2020 01:00 PM,August-1-2020 05:00 PM,http://www.redfin.com/TX/Houston/2767-Clinton-Dr-77020/home/172443554,HARMLS,80173400,N,Y,29.7646813,-95.3411286
MLS Listing,,Townhouse,2753 Clinton Dr,Houston,TX,77020,364990,3,3.5,North Eado,1736,1335,2019,18,210,100,Active,August-1-2020 01:00 PM,August-1-2020 05:00 PM,http://www.redfin.com/TX/Houston/2753-Clinton-Dr-77020/home/172443553,HARMLS,74104941,N,Y,29.7646807,-95.341166
MLS Listing,,Vacant Land,9322 Kentshire Dr,Houston,TX,77078,30000,,,Kentshire Place Sec 02,,7020,,19,,,Active,,,http://www.redfin.com/TX/Houston/9322-Kentshire-Dr-77078/home/30065578,HARMLS,16035435,N,Y,29.8585828,-95.2523049
MLS Listing,,Single Family Residential,418 Bayou St,Houston,TX,77020,395000,3,3.5,Harmony Bayou,2200,1446,2020,19,180,,Active,,,http://www.redfin.com/TX/Houston/418-Bayou-St-77020/home/172408690,HARMLS,11832935,N,Y,29.7661567,-95.3373346
MLS Listing,,Single Family Residential,414 Bayou St,Houston,TX,77020,369000,3,3.5,Harmony Bayou,2094,1729,2020,19,176,,Active,,,http://www.redfin.com/TX/Houston/414-Bayou-St-77020/home/172408687,HARMLS,11934323,N,Y,29.7661307,-95.3373342
MLS Listing,,Single Family Residential,8627 Berndale St,Houston,TX,77029,229000,7,2.5,Pleasantville Sec 04,2870,5656,1955,19,80,,Active,,,http://www.redfin.com/TX/Houston/8627-Berndale-St-77029/home/30081720,HARMLS,81062504,N,Y,29.7666948,-95.2715361
MLS Listing,,Vacant Land,0 Lynnfield Ave,Houston,TX,77016,48000,,,NA,,,,19,,,Active,,,http://www.redfin.com/TX/Houston/Lynnfield-St-77016/home/40211497,HARMLS,93125750,N,Y,29.82038,-95.334513
MLS Listing,,Single Family Residential,410 Bayou St,Houston,TX,77020,376000,3,3.5,Harmony Bayou,2094,1825,2020,19,180,,Active,,,http://www.redfin.com/TX/Houston/410-Bayou-St-77020/home/172408464,HARMLS,15995081,N,Y,29.7661047,-95.3373339
MLS Listing,,Vacant Land,2230 Firnat St,Houston,TX,77093,200000,,,Archer Acres Sec 02,,29300,,19,,,Active,,,http://www.redfin.com/TX/Houston/2230-Firnat-St-77093/home/29922660,HARMLS,64210826,N,Y,29.8419461,-95.3514132
MLS Listing,,Single Family Residential,10607 Jordan Heights Dr,Houston,TX,77016,220000,3,2.5,Leland Woods Sec 02,1909,5998,2018,19,115,25,Active,,,http://www.redfin.com/TX/Houston/10607-Jordan-Heights-Dr-77016/home/29614101,HARMLS,55409706,N,Y,29.867865,-95.295279
MLS Listing,,Townhouse,649 Press St,Houston,TX,77020,299990,3,2.5,East River Yards,1625,1859,2019,20,185,100,Active,August-1-2020 01:00 PM,August-1-2020 05:00 PM,http://www.redfin.com/TX/Houston/649-Press-St-77020/home/172394218,HARMLS,24939617,N,Y,29.7692066,-95.328894
MLS Listing,,Townhouse,639 Press St,Houston,TX,77020,299990,3,2.5,East River Yards,1625,1848,2019,20,185,100,Active,August-1-2020 01:00 PM,August-1-2020 05:00 PM,http://www.redfin.com/TX/Houston/639-Press-St-77020/home/172394217,HARMLS,25420439,N,Y,29.7692066,-95.328894
MLS Listing,,Single Family Residential,1228 Upton St,Houston,TX,77020,329888,3,2.5,Upton Park,1993,,2020,20,166,,Active,,,http://www.redfin.com/TX/Houston/1228-Upton-St-77020/home/172392576,HARMLS,80264379,N,Y,29.7722611,-95.3253245
MLS Listing,,Single Family Residential,7206 Texarkana St,Houston,TX,77020,135000,2,1.0,Houston Harbor,828,4075,1950,21,163,,Active,,,http://www.redfin.com/TX/Houston/7206-Texarkana-St-77020/home/29690401,HARMLS,7514799,N,Y,29.7840475,-95.2977747
MLS Listing,,Vacant Land,3001 E Crosstimbers St,Houston,TX,77093,50000,,,Fields Sec 02,,5000,,21,,,Active,,,http://www.redfin.com/TX/Houston/3001-E-Crosstimbers-St-77093/home/29999134,HARMLS,67649596,N,Y,29.829384,-95.340587
MLS Listing,,Single Family Residential,918 Hahlo St,Houston,TX,77020,175000,3,2.0,Denver,1782,6250,1947,22,98,,Active,,,http://www.redfin.com/TX/Houston/918-Hahlo-St-77020/home/29662533,HARMLS,53892401,N,Y,29.7721136,-95.3097399
MLS Listing,,Single Family Residential,4017 Buck St,Houston,TX,77020,425000,5,3.5,Bryan Heights,3032,4450,2005,22,140,,Active,,,http://www.redfin.com/TX/Houston/4017-Buck-St-77020/home/29655620,HARMLS,66979773,N,Y,29.7702754,-95.3308179
